target,package,type,name,config,value
launcher-black-blue,com.android.launcher.black.blue,array,lunar_first_of_month,default,十月
launcher-black-blue,com.android.launcher.black.blue,array,lunar_first_of_month,default,冬月
launcher-black-blue,com.android.launcher.black.blue,array,lunar_first_of_month,default,腊月
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初一
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初二
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初三
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初四
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初五
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初六
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初七
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初八
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初九
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,初十
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十一
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十二
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十三
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十四
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十五
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十六
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十七
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十八
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,十九
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,二十
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿一
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿二
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿三
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿四
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿五
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿六
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿七
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿八
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,廿九
launcher-black-blue,com.android.launcher.black.blue,array,lunar_str,default,三十
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,JAN
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,FEB
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,MAR
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,APR
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,MAY
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,JUN
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,JUL
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,AUG
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,SEP
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,OCT
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,NOV
launcher-black-blue,com.android.launcher.black.blue,array,month_string_array,default,DEC
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0101元旦
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0214情人节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0308妇女节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0312植树节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0315消权日
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0401愚人节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0422地球日
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0501劳动节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0504青年节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0601儿童节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0701建党节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0801建军节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,0910教师节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,1001国庆节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,1031万圣节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,1111光棍节
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,1224平安夜
launcher-black-blue,com.android.launcher.black.blue,array,solar_festival,default,1225圣诞节
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,春分
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,清明
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,谷雨
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,立夏
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,小满
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,芒种
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,夏至
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,小暑
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,大暑
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,立秋
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,处暑
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,白露
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,秋分
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,寒露
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,霜降
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,立冬
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,小雪
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,大雪
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,冬至
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,小寒
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,大寒
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,立春
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,雨水
launcher-black-blue,com.android.launcher.black.blue,array,solar_term,default,惊蛰
launcher-black-blue,com.android.launcher.black.blue,array,special_festivals,default,母亲节
launcher-black-blue,com.android.launcher.black.blue,array,special_festivals,default,父亲节
launcher-black-blue,com.android.launcher.black.blue,array,special_festivals,default,感恩节
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,除夕
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0101春节
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0115元宵
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0505端午
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0707七夕
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0815中秋
launcher-black-blue,com.android.launcher.black.blue,array,tradition_festival,default,0909重阳
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,辛
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,壬
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,癸
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,甲
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,乙
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,丙
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,丁
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,戊
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,己
launcher-black-blue,com.android.launcher.black.blue,array,trunk_string_array,default,庚
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_00
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_01
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_02
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_03
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_04
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_05
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,default,wallpaper_06
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,优
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,良
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,轻度
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,中度
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,严重
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,default,重度
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,SUN
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,MON
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,TUE
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,WED
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,THU
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,FRI
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,default,SAT
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,tornado
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,tropical storm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,hurricane
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,severe thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mixed rain and snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mixed rain and sleet
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mixed snow and sleet
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,freezing drizzle
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,drizzle
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,freezing
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,showers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,Moderate Rain
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,snow flurries
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,light snow showers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,blowing snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,hail
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sleet
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,dust
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,foggy
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,haze
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,smoky
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,cold
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mostly cloudy (night)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mostly cloudy (day)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,partly cloudy (night)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,partly cloudy (day)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,clear (night)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,fair (night)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,fair (day)
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,mixed rain and hail
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,hot
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,isolated thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,scattered thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,scattered thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,scattered showers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,heavy snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,scattered snow showers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,snowstorm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,partly cloudy
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,thundershowers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,snow showers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,isolated thundershowers
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,overcast
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,heavy rain
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,heavy storm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,severe storm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,moderate snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sand
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,duststorm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,sandstorm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,windy
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,default,blustery
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Sun
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Mon
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Tue
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Wed
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Thu
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Fri
launcher-black-blue,com.android.launcher.black.blue,array,week_string_array,default,Sat
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,sunny
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,cloudy
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,rain
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,snow
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,yahoo_condition_image,default,overcase
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,S
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,M
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,T
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,W
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,T
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,F
launcher-black-blue,com.android.launcher.black.blue,array,year_view_week_string_array,default,S
launcher-black-blue,com.android.launcher.black.blue,array,wallpapers,nodpi,default_wallpaper
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,优
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,良
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,轻度
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,中度
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,严重
launcher-black-blue,com.android.launcher.black.blue,array,weather_pm25_quality,da,重度
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,SUN
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,MON
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,TUE
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,WED
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,THU
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,FRI
launcher-black-blue,com.android.launcher.black.blue,array,weather_weekday,da,SAT
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,tornado
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,tropical storm
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,hurricane
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,severe thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,thunderstorms
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,mixed rain and snow
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,mixed rain and sleet
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,mixed snow and sleet
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,freezing drizzle
launcher-black-blue,com.android.launcher.black.blue,array,weather_yahoo_condition,da,drizzle
