target,package,type,name,configs
launcher-black-blue,com.android.launcher.black.blue,attr,backgroundTint,default
launcher-black-blue,com.android.launcher.black.blue,attr,backgroundTintMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,barLength,default
launcher-black-blue,com.android.launcher.black.blue,attr,borderlessButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonBarButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonBarNegativeButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonBarNeutralButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonBarPositiveButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonBarStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonGravity,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonIconDimen,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonPanelSideLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonStyleSmall,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonTint,default
launcher-black-blue,com.android.launcher.black.blue,attr,buttonTintMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_content_view_id,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_height,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_match_parent,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_padding,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_padding_left,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_padding_right,default
launcher-black-blue,com.android.launcher.black.blue,attr,calendar_show_mode,default
launcher-black-blue,com.android.launcher.black.blue,attr,cellCountX,default
launcher-black-blue,com.android.launcher.black.blue,attr,cellCountY,default
launcher-black-blue,com.android.launcher.black.blue,attr,cellHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,cellWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,checkboxStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,checkedTextViewStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,className,default
launcher-black-blue,com.android.launcher.black.blue,attr,closeIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,closeItemLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,collapseContentDescription,default
launcher-black-blue,com.android.launcher.black.blue,attr,collapseIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,color,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorAccent,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorBackgroundFloating,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorButtonNormal,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorControlActivated,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorControlHighlight,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorControlNormal,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorError,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorPrimary,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorPrimaryDark,default
launcher-black-blue,com.android.launcher.black.blue,attr,colorSwitchThumbNormal,default
launcher-black-blue,com.android.launcher.black.blue,attr,commitIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,container,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentDescription,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetEnd,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetEndWithActions,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetLeft,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetRight,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetStart,default
launcher-black-blue,com.android.launcher.black.blue,attr,contentInsetStartWithNavigation,default
launcher-black-blue,com.android.launcher.black.blue,attr,controlBackground,default
launcher-black-blue,com.android.launcher.black.blue,attr,current_day_lunar_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,current_day_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,current_month_lunar_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,current_month_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,customNavigationLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,customShadows,default
launcher-black-blue,com.android.launcher.black.blue,attr,day_text_size,default
launcher-black-blue,com.android.launcher.black.blue,attr,defaultQueryHint,default
launcher-black-blue,com.android.launcher.black.blue,attr,defaultScreen,default
launcher-black-blue,com.android.launcher.black.blue,attr,default_status,default
launcher-black-blue,com.android.launcher.black.blue,attr,dialogCornerRadius,default
launcher-black-blue,com.android.launcher.black.blue,attr,dialogPreferredPadding,default
launcher-black-blue,com.android.launcher.black.blue,attr,dialogTheme,default
launcher-black-blue,com.android.launcher.black.blue,attr,displayOptions,default
launcher-black-blue,com.android.launcher.black.blue,attr,divider,default
launcher-black-blue,com.android.launcher.black.blue,attr,dividerHorizontal,default
launcher-black-blue,com.android.launcher.black.blue,attr,dividerPadding,default
launcher-black-blue,com.android.launcher.black.blue,attr,dividerVertical,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableBottomCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableEndCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableLeftCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableRightCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableSize,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableStartCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableTint,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableTintMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawableTopCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,drawerArrowStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,dropDownListViewStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,dropdownListPreferredItemHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,editTextBackground,default
launcher-black-blue,com.android.launcher.black.blue,attr,editTextColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,editTextStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,elevation,default
launcher-black-blue,com.android.launcher.black.blue,attr,expandActivityOverflowButtonDrawable,default
launcher-black-blue,com.android.launcher.black.blue,attr,fastScrollEnabled,default
launcher-black-blue,com.android.launcher.black.blue,attr,fastScrollHorizontalThumbDrawable,default
launcher-black-blue,com.android.launcher.black.blue,attr,fastScrollHorizontalTrackDrawable,default
launcher-black-blue,com.android.launcher.black.blue,attr,fastScrollVerticalThumbDrawable,default
launcher-black-blue,com.android.launcher.black.blue,attr,fastScrollVerticalTrackDrawable,default
launcher-black-blue,com.android.launcher.black.blue,attr,firstBaselineToTopHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,folderItems,default
launcher-black-blue,com.android.launcher.black.blue,attr,font,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontFamily,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderAuthority,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderCerts,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderFetchStrategy,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderFetchTimeout,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderPackage,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontProviderQuery,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontVariationSettings,default
launcher-black-blue,com.android.launcher.black.blue,attr,fontWeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,gapBetweenBars,default
launcher-black-blue,com.android.launcher.black.blue,attr,gesture_mode,default
launcher-black-blue,com.android.launcher.black.blue,attr,goIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,height,default
launcher-black-blue,com.android.launcher.black.blue,attr,heightGap,default
launcher-black-blue,com.android.launcher.black.blue,attr,hideOnContentScroll,default
launcher-black-blue,com.android.launcher.black.blue,attr,homeAsUpIndicator,default
launcher-black-blue,com.android.launcher.black.blue,attr,homeLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,icon,default
launcher-black-blue,com.android.launcher.black.blue,attr,iconTint,default
launcher-black-blue,com.android.launcher.black.blue,attr,iconTintMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,iconifiedByDefault,default
launcher-black-blue,com.android.launcher.black.blue,attr,imageButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,imageId,default
launcher-black-blue,com.android.launcher.black.blue,attr,indeterminateProgressStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,indicatorSize,default
launcher-black-blue,com.android.launcher.black.blue,attr,initialActivityCount,default
launcher-black-blue,com.android.launcher.black.blue,attr,isLightTheme,default
launcher-black-blue,com.android.launcher.black.blue,attr,itemClass,default
launcher-black-blue,com.android.launcher.black.blue,attr,itemName,default
launcher-black-blue,com.android.launcher.black.blue,attr,itemPackage,default
launcher-black-blue,com.android.launcher.black.blue,attr,itemPadding,default
launcher-black-blue,com.android.launcher.black.blue,attr,itemType,default
launcher-black-blue,com.android.launcher.black.blue,attr,key,default
launcher-black-blue,com.android.launcher.black.blue,attr,lastBaselineToBottomHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,layout,default
launcher-black-blue,com.android.launcher.black.blue,attr,layoutManager,default
launcher-black-blue,com.android.launcher.black.blue,attr,layout_ignoreInsets,default
launcher-black-blue,com.android.launcher.black.blue,attr,lineHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,listChoiceBackgroundIndicator,default
launcher-black-blue,com.android.launcher.black.blue,attr,listChoiceIndicatorMultipleAnimated,default
launcher-black-blue,com.android.launcher.black.blue,attr,listChoiceIndicatorSingleAnimated,default
launcher-black-blue,com.android.launcher.black.blue,attr,listDividerAlertDialog,default
launcher-black-blue,com.android.launcher.black.blue,attr,listItemLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,listLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,listMenuViewStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPopupWindowStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemHeightLarge,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemHeightSmall,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemPaddingEnd,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemPaddingLeft,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemPaddingRight,default
launcher-black-blue,com.android.launcher.black.blue,attr,listPreferredItemPaddingStart,default
launcher-black-blue,com.android.launcher.black.blue,attr,logo,default
launcher-black-blue,com.android.launcher.black.blue,attr,logoDescription,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_autoPlay,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_colorFilter,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_enableMergePathsForKitKatAndAbove,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_fallbackRes,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_fileName,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_imageAssetsFolder,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_loop,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_progress,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_rawRes,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_renderMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_repeatCount,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_repeatMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_scale,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_speed,default
launcher-black-blue,com.android.launcher.black.blue,attr,lottie_url,default
launcher-black-blue,com.android.launcher.black.blue,attr,lunar_text_size,default
launcher-black-blue,com.android.launcher.black.blue,attr,mCircleColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,mClockRingWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,mDefaultLength,default
launcher-black-blue,com.android.launcher.black.blue,attr,mDefaultWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,mHColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,mHWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,mMColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,mMWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,mNumColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,mSColor,default
launcher-black-blue,com.android.launcher.black.blue,attr,mSWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,mSpecialLength,default
launcher-black-blue,com.android.launcher.black.blue,attr,mSpecialWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,maxAppCellCountX,default
launcher-black-blue,com.android.launcher.black.blue,attr,maxAppCellCountY,default
launcher-black-blue,com.android.launcher.black.blue,attr,maxButtonHeight,default
launcher-black-blue,com.android.launcher.black.blue,attr,maxGap,default
launcher-black-blue,com.android.launcher.black.blue,attr,max_multi_select_size,default
launcher-black-blue,com.android.launcher.black.blue,attr,max_select_range,default
launcher-black-blue,com.android.launcher.black.blue,attr,max_year,default
launcher-black-blue,com.android.launcher.black.blue,attr,max_year_day,default
launcher-black-blue,com.android.launcher.black.blue,attr,max_year_month,default
launcher-black-blue,com.android.launcher.black.blue,attr,measureWithLargestChild,default
launcher-black-blue,com.android.launcher.black.blue,attr,menu,default
launcher-black-blue,com.android.launcher.black.blue,attr,min_select_range,default
launcher-black-blue,com.android.launcher.black.blue,attr,min_year,default
launcher-black-blue,com.android.launcher.black.blue,attr,min_year_day,default
launcher-black-blue,com.android.launcher.black.blue,attr,min_year_month,default
launcher-black-blue,com.android.launcher.black.blue,attr,month_view,default
launcher-black-blue,com.android.launcher.black.blue,attr,month_view_auto_select_day,default
launcher-black-blue,com.android.launcher.black.blue,attr,month_view_scrollable,default
launcher-black-blue,com.android.launcher.black.blue,attr,month_view_show_mode,default
launcher-black-blue,com.android.launcher.black.blue,attr,multiChoiceItemLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,navigationContentDescription,default
launcher-black-blue,com.android.launcher.black.blue,attr,navigationIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,navigationMode,default
launcher-black-blue,com.android.launcher.black.blue,attr,numericModifiers,default
launcher-black-blue,com.android.launcher.black.blue,attr,other_month_lunar_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,other_month_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,overlapAnchor,default
launcher-black-blue,com.android.launcher.black.blue,attr,packageName,default
launcher-black-blue,com.android.launcher.black.blue,attr,paddingBottomNoButtons,default
launcher-black-blue,com.android.launcher.black.blue,attr,paddingEnd,default
launcher-black-blue,com.android.launcher.black.blue,attr,paddingStart,default
launcher-black-blue,com.android.launcher.black.blue,attr,paddingTopNoTitle,default
launcher-black-blue,com.android.launcher.black.blue,attr,pageIndicator,default
launcher-black-blue,com.android.launcher.black.blue,attr,pageIndicatorGap,default
launcher-black-blue,com.android.launcher.black.blue,attr,pageLayoutHeightGap,default
launcher-black-blue,com.android.launcher.black.blue,attr,pageLayoutWidthGap,default
launcher-black-blue,com.android.launcher.black.blue,attr,panelBackground,default
launcher-black-blue,com.android.launcher.black.blue,attr,panelMenuListTheme,default
launcher-black-blue,com.android.launcher.black.blue,attr,panelMenuListWidth,default
launcher-black-blue,com.android.launcher.black.blue,attr,popupMenuStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,popupTheme,default
launcher-black-blue,com.android.launcher.black.blue,attr,popupWindowStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,preserveIconSpacing,default
launcher-black-blue,com.android.launcher.black.blue,attr,progressBarPadding,default
launcher-black-blue,com.android.launcher.black.blue,attr,progressBarStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,queryBackground,default
launcher-black-blue,com.android.launcher.black.blue,attr,queryHint,default
launcher-black-blue,com.android.launcher.black.blue,attr,radioButtonStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,ratingBarStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,ratingBarStyleIndicator,default
launcher-black-blue,com.android.launcher.black.blue,attr,ratingBarStyleSmall,default
launcher-black-blue,com.android.launcher.black.blue,attr,recyclerViewStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,reverseLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,ringOutset,default
launcher-black-blue,com.android.launcher.black.blue,attr,run,default
launcher-black-blue,com.android.launcher.black.blue,attr,scheme_lunar_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,scheme_month_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,scheme_text,default
launcher-black-blue,com.android.launcher.black.blue,attr,scheme_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,scheme_theme_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,screen,default
launcher-black-blue,com.android.launcher.black.blue,attr,searchHintIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,searchIcon,default
launcher-black-blue,com.android.launcher.black.blue,attr,searchViewStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,seekBarStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,select_mode,default
launcher-black-blue,com.android.launcher.black.blue,attr,selectableItemBackground,default
launcher-black-blue,com.android.launcher.black.blue,attr,selectableItemBackgroundBorderless,default
launcher-black-blue,com.android.launcher.black.blue,attr,selected_lunar_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,selected_text_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,selected_theme_color,default
launcher-black-blue,com.android.launcher.black.blue,attr,showAsAction,default
launcher-black-blue,com.android.launcher.black.blue,attr,showDividers,default
launcher-black-blue,com.android.launcher.black.blue,attr,showText,default
launcher-black-blue,com.android.launcher.black.blue,attr,showTitle,default
launcher-black-blue,com.android.launcher.black.blue,attr,singleChoiceItemLayout,default
launcher-black-blue,com.android.launcher.black.blue,attr,sourceImageViewId,default
launcher-black-blue,com.android.launcher.black.blue,attr,spanCount,default
launcher-black-blue,com.android.launcher.black.blue,attr,spanX,default
launcher-black-blue,com.android.launcher.black.blue,attr,spanY,default
launcher-black-blue,com.android.launcher.black.blue,attr,spinBars,default
launcher-black-blue,com.android.launcher.black.blue,attr,spinnerDropDownItemStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,spinnerStyle,default
launcher-black-blue,com.android.launcher.black.blue,attr,splitTrack,default
launcher-black-blue,com.android.launcher.black.blue,attr,srcCompat,default
launcher-black-blue,com.android.launcher.black.blue,attr,stackFromEnd,default
launcher-black-blue,com.android.launcher.black.blue,attr,stateHotwordOn,default
launcher-black-blue,com.android.launcher.black.blue,attr,state_above_anchor,default
launcher-black-blue,com.android.launcher.black.blue,attr,strokeColor,default
